Time::Relative Time!!R,Markers::Markers,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R
Ms,,,,,,,,,
15051.2178,,53883.96,716.3670807,0,0,26553.28,832.6181263,0,0
15061.2253,,53883.96,711.667043,0,0,26553.28,823.5084012,0,0
15071.2327,,53883.96,707.1778949,0,0,26553.28,817.453666,0,0
15081.2402,,53883.96,702.0969765,0,0,26553.28,810.0748473,0,0
15091.2476,,53883.96,698.9074144,0,0,26553.28,805.4432281,0,0
15101.2551,,53883.96,693.9325053,0,0,26553.28,796.1349287,0,0
15111.2626,,53883.96,689.5511228,0,0,26553.28,790.6137984,0,0
15121.27,,53883.96,685.3604316,0,0,26553.28,784.7787678,0,0
15131.2775,,53883.96,681.3761134,0,0,26553.28,780.9070774,0,0
15141.2849,,53883.96,677.427299,0,0,26553.28,774.6278004,0,0
15151.2924,,53883.96,673.0848074,0,0,26553.28,768.1013238,0,0
15161.2999,,53883.96,669.2174131,0,0,26553.28,763.2795316,0,0
15171.3073,,53883.96,665.5833647,0,0,26553.28,757.5015275,0,0
15181.3148,,53883.96,662.2817714,0,0,26553.28,752.020112,0,0
15191.3222,,53883.96,657.9978673,0,0,26553.28,746.4009674,0,0
15201.3297,,53883.96,655.8997616,0,0,26553.28,742.058554,0,0
15211.3372,,53883.96,650.9553381,0,0,26553.28,737.4679226,0,0
15221.3446,,53883.96,648.7221177,0,0,26553.28,732.8668534,0,0
15231.3521,,53883.96,644.3764898,0,0,26553.28,727.8467413,0,0
15241.3595,,53883.96,642.5631665,0,0,26553.28,724.0213849,0,0
15251.367,,53883.96,638.065111,0,0,26553.28,719.4903259,0,0
15261.3744,,53883.96,636.3935516,0,0,26553.28,714.9865071,0,0
15271.3819,,53883.96,631.8461924,0,0,26553.28,710.0218941,0,0
15281.3894,,53883.96,631.0355037,0,0,26553.28,707.575611,0,0
15291.3968,,53883.96,626.5162464,0,0,26553.28,703.0369145,0,0
15301.4043,,53883.96,624.9155689,0,0,26553.28,701.5096741,0,0
15311.4117,,53883.96,621.0639819,0,0,26553.28,695.9786151,0,0
15321.4192,,53883.96,619.8390415,0,0,26553.28,693.3663442,0,0
15331.4267,,53883.96,616.2285786,0,0,26553.28,688.3373218,0,0
15341.4341,,53883.96,615.593652,0,0,26553.28,686.8576884,0,0
15351.4416,,53883.96,611.8064233,0,0,26553.28,682.0949593,0,0
15361.449,,53883.96,610.3703425,0,0,26553.28,680.1392566,0,0
15371.4565,,53883.96,606.9059089,0,0,26553.28,675.822556,0,0
15381.4639,,53883.96,606.48137,0,0,26553.28,674.9220978,0,0
15391.4714,,53883.96,602.705934,0,0,26553.28,670.5824847,0,0
15401.4789,,53883.96,602.126082,0,0,26553.28,669.1524949,0,0
15411.4863,,53883.96,598.8152051,0,0,26553.28,663.7571283,0,0
15421.4938,,53883.96,598.3399824,0,0,26553.28,664.2426171,0,0
15431.5012,,53883.96,595.8423033,0,0,26553.28,659.2492363,0,0
15441.5087,,53883.96,595.0219546,0,0,26553.28,658.7998982,0,0
15451.5162,,53883.96,592.3296951,0,0,26553.28,654.293279,0,0
15461.5236,,53883.96,591.7766905,0,0,26553.28,653.8604888,0,0
15471.5311,,53883.96,590.1921967,0,0,26553.28,654.0575356,0,0
15481.5385,,53883.96,599.6795885,0,0,26553.28,670.8467413,0,0
15491.546,,53883.96,613.8913562,0,0,26553.28,691.0873218,0,0
15501.5535,,53883.96,632.4776063,0,0,26553.28,718.6792261,0,0
15511.5609,,53883.96,650.1721239,0,0,26553.28,743.2907332,0,0
15521.5684,,53883.96,669.1824112,0,0,26553.28,771.5455703,0,0
15531.5758,,53883.96,685.3305733,0,0,26553.28,793.5651731,0,0
15541.5833,,53883.96,702.3211642,0,0,26553.28,818.4725051,0,0
15551.5907,,53883.96,716.0534437,0,0,26553.28,838.7057026,0,0
15561.5982,,53883.96,730.1781458,0,0,26553.28,860.5341141,0,0
15571.6057,,53883.96,741.3278133,0,0,26553.28,876.2074847,0,0
15581.6131,,53883.96,752.6751976,0,0,26553.28,895.1204175,0,0
15591.6206,,53883.96,761.4140008,0,0,26553.28,905.3375764,0,0
15601.628,,53883.96,771.8280015,0,0,26553.28,921.543279,0,0
15611.6355,,53883.96,778.4336972,0,0,26553.28,930.9101324,0,0
15621.643,,53883.96,786.034751,0,0,26553.28,943.6270367,0,0
15631.6504,,53883.96,791.6255175,0,0,26553.28,949.6094705,0,0
15641.6579,,53883.96,797.1933258,0,0,26553.28,959.5468432,0,0
15651.6653,,53883.96,802.0324928,0,0,26553.28,963.9885438,0,0
15661.6728,,53883.96,806.0136746,0,0,26553.28,972.8686354,0,0
15671.6802,,53883.96,809.9513235,0,0,26553.28,975.1115071,0,0
15681.6877,,53883.96,813.7735541,0,0,26553.28,980.5147658,0,0
15691.6952,,53883.96,815.6644085,0,0,26553.28,982.4368635,0,0
15701.7026,,53883.96,817.0158073,0,0,26553.28,985.3892566,0,0
15711.7101,,53883.96,819.2028604,0,0,26553.28,987.1639511,0,0
15721.7175,,53883.96,819.3567934,0,0,26553.28,989.7449084,0,0
15731.725,,53883.96,822.2260695,0,0,26553.28,990.9900713,0,0
15741.7325,,53883.96,821.4459917,0,0,26553.28,991.4712322,0,0
15751.7399,,53883.96,822.7416886,0,0,26553.28,991.2247963,0,0
15761.7474,,53883.96,821.7416886,0,0,26553.28,989.7039206,0,0
15771.7548,,53883.96,820.936269,0,0,26553.28,988.8503055,0,0
15781.7623,,53883.96,818.6749467,0,0,26553.28,986.5481161,0,0
15791.7698,,53883.96,819.753105,0,0,26553.28,985.1410387,0,0
15801.7772,,53883.96,815.9602308,0,0,26553.28,981.1530041,0,0
15811.7847,,53883.96,816.0667419,0,0,26553.28,978.8790733,0,0
15821.7921,,53883.96,811.4142517,0,0,26553.28,972.4590122,0,0
15831.7996,,53883.96,811.567181,0,0,26553.28,971.2716395,0,0
15841.807,,53883.96,806.0040146,0,0,26553.28,964.3851833,0,0
15851.8145,,53883.96,805.1581985,0,0,26553.28,961.1199084,0,0
15861.822,,53883.96,799.060971,0,0,26553.28,952.8345214,0,0
15871.8294,,53883.96,797.8094342,0,0,26553.28,949.6917006,0,0
15881.8369,,53883.96,791.5405846,0,0,26553.28,939.9775967,0,0
15891.8443,,53883.96,789.7446995,0,0,26553.28,938.5308045,0,0
15901.8518,,53883.96,782.1445239,0,0,26553.28,927.063391,0,0
15911.8593,,53883.96,781.2829005,0,0,26553.28,924.5679735,0,0
15921.8667,,53883.96,773.9485635,0,0,26553.28,913.2059572,0,0
15931.8742,,53883.96,771.3853971,0,0,26553.28,911.3991853,0,0
15941.8816,,53883.96,763.8899762,0,0,26553.28,899.7135947,0,0
15951.8891,,53883.96,762.1896876,0,0,26553.28,895.6402749,0,0
15961.8966,,53883.96,754.5005645,0,0,26553.28,884.4014766,0,0
15971.904,,53883.96,751.7455777,0,0,26553.28,880.6657332,0,0
