Time,Mean1,Mean2,Mean3,Mean4
12889.6067,0.6155983293613505,0.45594176736255754,0.6656145099995995,0.6418546816307938
12899.6142,0.6884728803943432,0.5155510112373675,0.7629212216187261,0.7093034787280683
12909.6217,0.7615276299599247,0.5754548815544636,0.8610093812628983,0.7768288828269304
12919.6291,0.8335733943517094,0.6347643060021403,0.9583636366569999,0.843229671267341
12929.6366,0.9033291444599132,0.6924723771876191,1.0530906408891683,0.9072036719536358
12939.644,0.9696482334514125,0.7476311992150186,1.1435150199093862,0.9676451735396503
12949.6515,1.0316688355268415,0.7994844180975902,1.2282898713493549,1.0237316038293427
12959.659,1.0888108654002169,0.8475181839763799,1.3064347925851725,1.0749453835827172
12969.6664,1.1407241082772455,0.8914244700431619,1.3773746651915924,1.1210267394510012
12979.6739,1.1872785952702416,0.9310595930882779,1.4408584479624948,1.161910106242769
12989.6813,1.2285213778028024,0.9663978054372627,1.4968970802906552,1.1976801631018563
12999.6888,1.264629925660498,0.9975100521901465,1.5456897581496722,1.2285309839046605
13009.6962,1.2958566582194135,1.0245778824794787,1.5875546310975623,1.2547753516659688
13019.7037,1.3224860954144038,1.0478230070568244,1.6228738150560555,1.2768030700282
13029.7112,1.344829168555885,1.067466126948164,1.652100961259909,1.2949799099823724
13039.7186,1.3632200817587932,1.083782772176833,1.6757609065295245,1.309640381998718
13049.7261,1.37801416846792,1.097074573785732,1.6943655240663535,1.3211180722584526
13059.7335,1.389562954923402,1.107595537379407,1.7083776754510902,1.3297095785836697
13069.741,1.3981892539457221,1.1155811542558653,1.7182284541785862,1.3356678647631643
13079.7485,1.4041667489301821,1.121276763878033,1.724339580633691,1.339249704094097
13089.7559,1.4077446508214884,1.124892871807354,1.727109060758303,1.3407297066058677
13099.7634,1.4091597112249974,1.1266158786116942,1.7268830138867464,1.3403695031282097
13109.7708,1.408618824747414,1.1266457085642654,1.7239797956857865,1.3383721010142091
13119.7783,1.4063422065220696,1.1251745937612014,1.7187199985089714,1.3349196437955917
13129.7858,1.4025640425078516,1.1223656847417052,1.711391462901078,1.3301938304927852
13139.7932,1.3974668873241065,1.1183695598721952,1.702231053361698,1.324322661260548
13149.8007,1.391206963472222,1.1133224546678964,1.691479523580666,1.317426888917889
13159.8081,1.3839437851877483,1.1073408418229924,1.6793482328858942,1.3096579953735334
13169.8156,1.3757980543144046,1.1005330790339087,1.665976432056036,1.3011561972129184
13179.823,1.3668565810953919,1.092984541386376,1.6515032014216047,1.2920233643483043
13189.8305,1.3571914535935679,1.0847600369916948,1.6360869612645372,1.2823225394939644
13199.838,1.3468657771933144,1.0759271579430898,1.6198223264624878,1.272103896096343
13209.8454,1.3359671620487628,1.0665655726131162,1.602791358942352,1.261434673405433
13219.8529,1.3245967374793846,1.056767712031197,1.585143239265288,1.2504095730035079
13229.8603,1.3128159164867492,1.0466160865373435,1.567005169424412,1.2391070075885728
13239.8678,1.3006757842992889,1.036168968332525,1.548444163611347,1.227546708359402
13249.8753,1.288257389960906,1.0254615093655088,1.5295319978697708,1.215749292493464
13259.8827,1.2756431577043263,1.0145446300940457,1.5103502415303633,1.2037662997579028
13269.8902,1.2628759152255957,1.0034772971120307,1.490988358379018,1.1916428382369277
13279.8976,1.2499537515689967,0.9922781870975319,1.471546407962968,1.1794427927759128
13289.9051,1.2368777916073963,0.9809661733510209,1.4521148976167786,1.16721274628293
13299.9126,1.223687146183768,0.9695809370045619,1.4327413460461762,1.1549473758010538
13309.92,1.2104244549719483,0.9581722004896666,1.413420157834042,1.142663122293136
13319.9275,1.1971258972198136,0.9467922067806198,1.394166195319648,1.1303938975201204
13329.9349,1.183823510893515,0.935449469333749,1.3750171525117563,1.1181488417989907
13339.9424,1.1705333052299687,0.9241207467437929,1.3559868294260249,1.1059374029000284
13349.9498,1.1572692679565741,0.9128132771220494,1.3370974875054993,1.0937634896719362
13359.9573,1.1440434838495488,0.9015683826436922,1.318382155994989,1.081624091027824
13369.9648,1.130863634868569,0.8904265874630538,1.2998670676170452,1.069560155815878
13379.9722,1.1177512833951844,0.8794080905170433,1.2815765734986224,1.0576247902610032
13389.9797,1.1047453264022193,0.8685168854803678,1.2635292028410896,1.0458208982594626
13399.9871,1.0918584449654027,0.8577628172739007,1.2457363418211331,1.034148990471086
13409.9946,1.0790762059558094,0.8471508271680711,1.2282081962057885,1.0226339260858257
13420.0021,1.0664252475484428,0.8366871892710045,1.210961250683274,1.0112820680608618
13430.0095,1.0539404773678496,0.826375828854688,1.194004217422745,1.0000603959466925
13440.017,1.0416148102975074,0.8162082500113041,1.177318542174607,0.9889520708579584
13450.0244,1.029429591822953,0.8061803006310845,1.1608777909581296,0.9779654713076718
13460.0319,1.0173896053868159,0.7962887421780711,1.1446827503983292,0.9670986687636427
13470.0393,1.0055185620849587,0.7865371189527457,1.1287611007986778,0.956377625953233
13480.0468,0.993806083747929,0.7769271137947493,1.1131455735043745,0.9458305658883407
13490.0543,0.9822227103936025,0.767466469445572,1.0978364158184464,0.9354494250625738
13500.0617,0.9707759308864119,0.7581754858938119,1.0828270962508904,0.9252268318439553
13510.0692,0.9594919461109881,0.7490640559688376,1.0681156000813874,0.9151649595613682
13520.0766,0.9483981676404026,0.7401211726074747,1.0536905145605027,0.9052832445176029
13530.0841,0.9375167958352358,0.731331299668945,1.0395548190995765,0.8956007559556609
13540.0916,0.9268463034588064,0.7226952284468244,1.0257138513762791,0.886126299759275
13550.099,0.9163934570473065,0.7142245683416726,1.0121846011612803,0.876880518453919
13560.1065,0.9061715257461119,0.7059433752188469,0.9989746145509995,0.867860356315401
13570.1139,0.8961649185305924,0.6978581925681331,0.9860641781449098,0.859047334940078
13580.1214,0.8863667223222285,0.6899507367443386,0.9734475570699082,0.8504345140555847
13590.1289,0.8767948500135931,0.6822217895660964,0.9611292159175503,0.8420139704791322
13600.1363,0.8674564390063024,0.6746781302887672,0.9491187557566134,0.8337864089247725
13610.1438,0.8583380412002379,0.6673149071237415,0.937412285747071,0.8257695885851414
13620.1512,0.8494273791116205,0.6601335843445094,0.9259961463568912,0.8179928909196913
13630.1587,0.8407315166997064,0.6531362361788705,0.9148712266043952,0.8104712986387548
13640.1661,0.8322542209957072,0.646328461373762,0.9040310429059057,0.8031842852517246
13650.1736,0.8239905650546804,0.6397150492809833,0.893468777687393,0.796107117458176
13660.1811,0.8159534741783885,0.6332975707177765,0.8831965173052287,0.7892499004496227
13670.1885,0.8081655116237052,0.6270921014853632,0.8732344285675462,0.7826337809748259
13680.196,0.8006568407192052,0.6211031934989651,0.8635812221428155,0.7762580387286514
13690.2034,0.7934405279059809,0.6153212767791306,0.8542234160415542,0.7701096687882815
13700.2109,0.7865025861270977,0.6097482232887409,0.8451837413626289,0.7641878813497927
13710.2184,0.7798486585650634,0.6044028452930057,0.8364959389276971,0.7585333559053741
13720.2258,0.7735014106498636,0.5993179836118793,0.8281938488726553,0.7531953208981881
13730.2333,0.7674822672744497,0.5945303938816864,0.8203349322081821,0.7481952212894524
13740.2407,0.761832685467629,0.5900707148149051,0.8129704512460685,0.7435512153005437
13750.2482,0.7566261923011735,0.5859831711207389,0.8061470947799855,0.7393074786997904
13760.2556,0.7519494072842646,0.5823418752093745,0.7999400739381574,0.7355282295232848
13770.2631,0.747892181600971,0.5792324380195626,0.7944433709955889,0.7322813984511577
13780.2706,0.7445508033652276,0.5767378783831788,0.7897630990779809,0.7296802397386115
13790.278,0.742052834102763,0.5749660842398749,0.7860553008086107,0.7278957764179286
13800.2855,0.7405905487588536,0.5740913074641585,0.7835550951087648,0.7271264686010871
13810.2929,0.7404300002468441,0.5743376356768287,0.7825718433438918,0.7276188702892729
13820.3004,0.7419169429891737,0.5759688419187953,0.78348467600671,0.7296876400714645
13830.3079,0.7455045777103889,0.5793363924402615,0.7867633509222745,0.733740399468106
13840.3153,0.7517516000718661,0.5849172298726069,0.7930261209842814,0.7403001705081821
13850.3228,0.7613429091347841,0.593322811641771,0.8030930247674853,0.75002091008381
13860.3302,0.7751818501929347,0.6053171531164591,0.8180296644770787,0.7637668607034379
13870.3377,0.7944537552062039,0.6218944961666305,0.8391812236186672,0.7826804626966868
13880.3452,0.8204194208451854,0.6441354761356015,0.8681539020461535,0.807953386758663
13890.3526,0.8536386351897209,0.6725717090770472,0.9062541671151702,0.840103733211841
13900.3601,0.8934115230825883,0.7067131197356766,0.9534221179370934,0.8784670174591442
13910.3675,0.9381857873415709,0.7453096886979254,1.0080338517700607,0.9215146240909293
13920.375,0.9861489588336815,0.7868703805298667,1.067725827878586,0.967413536642166
13930.3824,1.0355107977637013,0.829928127640669,1.1300980717822808,1.014354809769868
13940.3899,1.0847049261609563,0.8731750950845354,1.1929770262187127,1.0607559044580208
13950.3974,1.1324796570080418,0.915528779453936,1.2545373765398606,1.1053861535414065
13960.4048,1.1778664994937322,0.9561172880646357,1.3133511500022446,1.147350508044207
13970.4123,1.220128642556004,0.9942985847235427,1.3683346474166096,1.186020651329753
13980.4197,1.2587705160683396,1.0296149721710806,1.4187262654075106,1.2210200729876768
13990.4272,1.2935613965337098,1.0617654203436782,1.4640920094900094,1.2521657352109457
14000.4347,1.3244229195075792,1.0906006070821355,1.50426154185758,1.2794040961973867
14010.4421,1.3513344220373964,1.1160694604281312,1.5391858662478106,1.3028042697089441
14020.4496,1.374375136410277,1.1382186942719623,1.5689183177376735,1.3225311550763668
14030.457,1.393731925145282,1.1571775926481571,1.5936680128506504,1.3388332262564622
14040.4645,1.4096341265708678,1.173113513253183,1.6137698388442299,1.3519705912189208
14050.4719,1.4223290505910116,1.1862300071723841,1.6296233246941443,1.3622120915462617
14060.4794,1.432083832410712,1.1967326955606494,1.6415899207418327,1.3698506007023072
14070.4869,1.4391691788721979,1.2048076011924986,1.6499663244114147,1.3751153806418779
14080.4943,1.4438488774272187,1.2106245222569043,1.6550386219795141,1.3782058029550512
14090.5018,1.446346210159551,1.2143345814209539,1.6570917515560468,1.3793131297751846
14100.5092,1.4468097623069334,1.2161022917112616,1.656414937694987,1.3786155920024614
14110.5167,1.4454064422660946,1.216118076438461,1.653284940039252,1.3763236452626892
14120.5242,1.4423490211603374,1.2145650931845013,1.647958230911765,1.3726387676350775
14130.5316,1.4378221954929045,1.2116087818504653,1.6406706455454367,1.3676875096161674
14140.5391,1.4319858595365484,1.207395263900125,1.6316370848063628,1.3615765729658893
14150.5465,1.424969776702431,1.2020401810652197,1.6210542332046163,1.354454354214278
14160.554,1.416894099182481,1.19564265760513,1.609112043191512,1.346449863159878
14170.5615,1.407910611706901,1.188289328923276,1.5959776063818414,1.3376639442214155
14180.5689,1.3981683960470586,1.1800882252352727,1.5817548419417615,1.328212580803258
14190.5764,1.3877714759109876,1.1711648102888264,1.5665772744272175,1.3181917699007621
14200.5838,1.3767669097046853,1.1616077775168419,1.5506042709728902,1.3076699483722938
14210.5913,1.3652238937869743,1.1514991212873913,1.5339515346184391,1.2967208682814217
14220.5987,1.353255331610121,1.1409356265529182,1.5167332554947497,1.2854127246220044
14230.6062,1.3409421544896958,1.1299982798532366,1.49906216698525,1.2738080568942238
14240.6137,1.3283556018104519,1.1187410548412782,1.4810294542479305,1.261966422615032
14250.6211,1.315552358676802,1.1071893226815226,1.462715761113637,1.2499167060611478
14260.6286,1.302545271356631,1.0953669765906107,1.4441853147769321,1.2376689408645356
14270.636,1.2893430109425235,1.0833422495641472,1.4254951192543839,1.2252743685638532
14280.6435,1.2759776634998417,1.0711900022716097,1.4066977172593917,1.2127983514837997
14290.651,1.2624999984311869,1.0589356206765221,1.3878701007212375,1.2002747526507147
14300.6584,1.2489411199218816,1.0466041256208412,1.3690741466461516,1.1877304625872689
14310.6659,1.235328191464551,1.0342540974213235,1.3503070478895294,1.175178464589509
14320.6733,1.2217199574970021,1.0219511810254915,1.3316169945686736,1.1626475575903106
14330.6808,1.2081543601190163,1.0097246812520912,1.3130910381506402,1.1501635026798442
14340.6882,1.1946423616758843,0.9975676331773053,1.2947684340117624,1.1377232699718127
14350.6957,1.1811848532705902,0.9854870665389979,1.276659356866806,1.1253526142486514
14360.7032,1.1677638844791265,0.9734933223155025,1.258736386530122,1.1130690364674407
14370.7106,1.1543672253037234,0.9615935595507474,1.240967198156852,1.1008583999170891
14380.7181,1.1410287462009725,0.9498143098102273,1.2233769405187558,1.0887280037257152
