Time,Mean1,Mean2
14670.9344,1.0615105441809365,1.0582839005011702
14680.9418,1.066798381961477,1.0639204099748933
14690.9493,1.071387855406444,1.0686792127551268
14700.9568,1.075312871179872,1.0726045138830949
14710.9642,1.07861598154414,1.0757323242951373
14720.9717,1.0813333978025235,1.0781124246818412
14730.9791,1.0834932095154917,1.0797957005495316
14740.9866,1.0851090841324698,1.0808071365141376
14750.9941,1.0861894585537153,1.0811500731161268
14761.0015,1.0867643669951108,1.0808344872998346
14771.009,1.0868663835142047,1.0799104207703178
14781.0164,1.0865052272417217,1.0784255527200082
14791.0239,1.0856890652464604,1.0763880168448907
14801.0313,1.0844437214299822,1.073827447063078
14811.0388,1.0828003197757454,1.0707718887485245
14821.0463,1.0807418684322958,1.0672264083299106
14831.0537,1.0782546565744262,1.0632005489985585
14841.0612,1.0753701954864825,1.0586930492398783
14851.0686,1.072114756310642,1.0537246798567106
14861.0761,1.0685171499569734,1.0483658345460523
14871.0836,1.0646177366032819,1.0426839963872607
14881.091,1.060440594964993,1.036699081146596
14891.0985,1.0559878472917783,1.0304266325823555
14901.1059,1.0512594922430183,1.0238876692779793
14911.1134,1.0462769468138657,1.0171037585220972
14921.1209,1.041087485094751,1.0101148555480197
14931.1283,1.0357358771234457,1.0029616337087912
14941.1358,1.030245335564456,0.9956679274008017
14951.1432,1.0246331680562635,0.9882622153492941
14961.1507,1.0189222870764763,0.9807834659843286
14971.1581,1.0131412366997072,0.9732661923887471
14981.1656,1.007299903878755,0.96572862365448
14991.1731,1.001412006572552,0.9581616611635048
15001.1805,0.9955070061847232,0.9505664131859726
15011.188,0.9895879769521565,0.9429902662120828
15021.1954,0.9836604148154815,0.9354752304425104
15031.2029,0.9777652090594666,0.92803462858899
15041.2104,0.9719384928300826,0.9206875985181299
15051.2178,0.966189579275632,0.9134270516846148
15061.2253,0.9605143664018327,0.9062120131145829
15071.2327,0.9549092997633766,0.8990558310333179
15081.2402,0.9493917771041096,0.8920017370684125
15091.2476,0.9439650913647529,0.8850433598397502
15101.2551,0.9386079701488442,0.878189614263313
15111.2626,0.9333278072234173,0.871506541411422
15121.27,0.9281462578671477,0.8650252021163487
15131.2775,0.9230657940701403,0.8586983904646833
15141.2849,0.9180817410286343,0.852467461865549
15151.2924,0.9131985580953856,0.8463353281529115
15161.2999,0.9084336501501239,0.8403327116718868
15171.3073,0.9037950399811209,0.8344594123306196
15181.3148,0.8992712118695909,0.8287220739565108
15191.3222,0.8948602460573077,0.8231451373250431
15201.3297,0.8905556159418103,0.8177403275649419
15211.3372,0.8863460209582519,0.8124918923705213
15221.3446,0.8822441298392418,0.8073805220185992
15231.3521,0.8782596430703504,0.8024081172447348
15241.3595,0.8743876675927654,0.7975794494972664
15251.367,0.8706249611391776,0.7928860746716362
15261.3744,0.8669758494759661,0.7883317417681082
15271.3819,0.8634502337588813,0.7839491063527199
15281.3894,0.8600483164283931,0.7797530081567101
15291.3968,0.8567588948075804,0.7757260904479841
15301.4043,0.853595149084632,0.7718379929572126
15311.4117,0.850581334727402,0.7680687009377815
15321.4192,0.8477285515648078,0.7644430266825588
15331.4267,0.8450448862293671,0.761005540881782
15341.4341,0.8425311607584851,0.7577838707588217
15351.4416,0.840190244328879,0.7547947026210237
15361.449,0.8380581087407597,0.7520735908837887
15371.4565,0.8361950830337531,0.7496740577320531
15381.4639,0.8346495134068902,0.7476437234340477
15391.4714,0.8334749738063253,0.7460357735783464
15401.4789,0.8327596622570966,0.7449407164614772
15411.4863,0.8326148830053052,0.7445107117553483
15421.4938,0.8331764916195554,0.7449257865119551
15431.5012,0.8346059267674152,0.746379495117246
15441.5087,0.8371107125730066,0.7491424038856632
15451.5162,0.8409803820360391,0.7535781551544021
15461.5236,0.8465916406749658,0.7601501006964861
15471.5311,0.8544037710978858,0.7693760704392275
15481.5385,0.8647701325601787,0.781554629803842
15491.546,0.8776326762892924,0.7965103891134753
15501.5535,0.8925385172024124,0.8136972349513941
15511.5609,0.9088850229557898,0.832442807998272
15521.5684,0.926074286242524,0.8520859597813413
15531.5758,0.943586696473165,0.8720581987486413
15541.5833,0.96100191838665,0.8919184172069602
15551.5907,0.9779911746520683,0.9113098476867292
15561.5982,0.9943149932612411,0.9299320947866835
15571.6057,1.009811548947108,0.9475711892305736
15581.6131,1.0243843422136454,0.9640827771820923
15591.6206,1.0379922409996687,0.9793987775274785
15601.628,1.0506055538605132,0.9935192488221072
15611.6355,1.0621979968475193,1.0064300879031338
15621.643,1.0727873293967587,1.018116092236815
15631.6504,1.0824114939220857,1.028605273497528
15641.6579,1.0911136917950506,1.0379580119458802
15651.6653,1.098939335976665,1.0462380339023905
15661.6728,1.1059290559923332,1.053485773725347
15671.6802,1.1121247751769825,1.0597327711692148
15681.6877,1.1175403287774566,1.0650469814013033
15691.6952,1.1221882579194649,1.0695036224368069
15701.7026,1.1261328508590696,1.073171729774011
15711.7101,1.1294415347579947,1.0761155444337465
15721.7175,1.1321606114694327,1.078361513715889
15731.725,1.1343095343899707,1.0799068429900414
15741.7325,1.1358762708242691,1.0807502212238358
15751.7399,1.1368675464480429,1.080908942490908
15761.7474,1.1372931816646858,1.080418288757321
15771.7548,1.1371787696116267,1.0793180116701624
15781.7623,1.136590977979906,1.0776330904919154
15791.7698,1.135551652068522,1.0753743966910938
15801.7772,1.1340454139444685,1.072555580716488
15811.7847,1.1320833854940462,1.0691995668730547
15821.7921,1.129688747409193,1.0653533949633547
15831.7996,1.1268751775755184,1.0610563400205542
15841.807,1.123648947951907,1.056307310414683
15851.8145,1.1200331098900864,1.0511213804934085
15861.822,1.116060484438649,1.0455474546978234
15871.8294,1.1117623562007581,1.0396320890175266
15881.8369,1.1071622856704522,1.0334230529201993
15891.8443,1.102280823842461,1.0269442811730956
15901.8518,1.0971633034775075,1.0202032396715044
15911.8593,1.0918491030992343,1.0132405135288607
15921.8667,1.0863378209887835,1.0060991930098746
15931.8742,1.080649375861909,0.9987965910761472
15941.8816,1.074835058310062,0.991333043415141
15951.8891,1.068922351536846,0.983744809723371
15961.8966,1.0629174629024458,0.9760926462405641
15971.904,1.0568495503993152,0.9684191574642921
15981.9115,1.0507570713866277,0.9607379901315285
15991.9189,1.0446502644393123,0.9530345814052746
16001.9264,1.038528942565744,0.9453227695626518
16011.9338,1.0324098567723168,0.9376464633261805
16021.9413,1.0263254175627174,0.9300351520685473
16031.9488,1.0202958797396293,0.9225140547018932
16041.9562,1.0143106286042811,0.9150970752390449
16051.9637,1.0083694136155472,0.9077926641606309
16061.9711,1.0024878678002835,0.9005911799458282
16071.9786,0.9966689811314947,0.8934632009489124
16081.9861,0.9909068496722073,0.8864306581477264
16091.9935,0.9852182718729037,0.8795409704995062
16102.001,0.979641721041889,0.8728048894755556
16112.0084,0.9742016936012305,0.8662065783323379
16122.0159,0.9688959333748312,0.8597205015115866
16132.0233,0.9636999210656656,0.8533560131167358
16142.0308,0.958605192201114,0.8471454284958113
16152.0383,0.9536130084900594,0.8410913969954119
16162.0457,0.9487083733136986,0.8351920162294926
16172.0532,0.9439033278387414,0.8294501744130525
16182.0606,0.9392221891100991,0.8238496203107634
16192.0681,0.9346712027174078,0.8183790726343312
16202.0756,0.9302435880967416,0.8130421262117491
16212.083,0.9259182984057847,0.8078633151007653
16222.0905,0.9216980215109851,0.8028490275740084
16232.0979,0.91760410920464,0.7979659621449546
16242.1054,0.9136405898663497,0.7932080370812844
16252.1129,0.9098005906474627,0.788588010657238
16262.1203,0.9060809060385799,0.7841008535467182
16272.1278,0.9024864846914508,0.779737845116688
16282.1352,0.8990218895405975,0.7755215324293577
16292.1427,0.8956854042219441,0.7714768254342341
16302.1501,0.8924900847203106,0.7676061176978375
16312.1576,0.8894565646542406,0.7639126358095221
